,area_type,availability,location,society,total_sqft,bath,balcony,price,bedrooms
4870,Super built-up  Area,Ready To Move,Kodigehaali,Shyas S,1200.0,2.0,2.0,60.0,2.0
4871,Super built-up  Area,Ready To Move,Kodigehaali,Leeno S,2120.0,3.0,2.0,177.0,3.0
4872,Super built-up  Area,Ready To Move,Kodigehaali,Shyas S,1013.0,2.0,1.0,51.0,2.0
4873,Super built-up  Area,Ready To Move,Kodigehaali,Shyas S,1324.0,3.0,2.0,65.0,3.0
4874,Super built-up  Area,Ready To Move,Kodigehaali,,965.0,2.0,1.0,38.0,2.0
4875,Built-up  Area,Ready To Move,Kodigehaali,Vitat H,866.0,2.0,2.0,32.0,2.0
4876,Built-up  Area,Ready To Move,Kodigehaali,Shyas S,1442.0,3.0,2.0,80.0,3.0
4877,Super built-up  Area,19-Jun,Kodigehalli,,1270.0,2.0,1.0,98.0,2.0
4878,Super built-up  Area,19-Jun,Kodigehalli,,655.0,1.0,1.0,53.0,1.0
4879,Super built-up  Area,19-Jun,Kodigehalli,,1820.0,3.0,2.0,150.0,3.0
4880,Plot  Area,Ready To Move,Kodigehalli,,500.0,1.0,0.0,55.0,2.0
4881,Super built-up  Area,Ready To Move,Kodigehalli,,600.0,3.0,2.0,85.0,4.0
4882,Plot  Area,Ready To Move,Kodigehalli,,1200.0,4.0,1.0,156.0,3.0
4883,Super built-up  Area,Ready To Move,Kodihalli,Soianal,3252.0,5.0,3.0,335.0,4.0
4884,Super built-up  Area,Ready To Move,Kodihalli,Soianal,2700.0,4.0,1.0,270.0,3.0
4885,Super built-up  Area,Ready To Move,Kodihalli,Soianal,2392.0,4.0,2.0,260.0,3.0
4886,Super built-up  Area,Ready To Move,Kodihalli,Soianal,2408.0,4.0,2.0,260.0,3.0
4887,Super built-up  Area,Ready To Move,Kodihalli,Soianal,2500.0,4.0,1.0,260.0,3.0
4888,Built-up  Area,Ready To Move,Kodihalli,KAMESRI,1620.0,3.0,2.0,130.0,3.0
4889,Super built-up  Area,18-Aug,Kodihalli,Soianal,3260.0,5.0,3.0,388.0,4.0
4890,Super built-up  Area,Ready To Move,Kodihalli,Soianal,3197.0,5.0,2.0,335.0,4.0
4891,Built-up  Area,Ready To Move,Kodihalli,,1490.0,2.0,1.0,150.0,2.0
4892,Super built-up  Area,Ready To Move,Kogilu,CaIRSCr,1909.0,3.0,2.0,88.0,3.0
4894,Super built-up  Area,Ready To Move,Kogilu,,1170.0,2.0,1.0,51.99,2.0
4895,Built-up  Area,Ready To Move,Kogilu,,650.0,2.0,0.0,28.0,2.0
4896,Super built-up  Area,Ready To Move,Kogilu,,1140.0,2.0,1.0,50.66,2.0
4897,Super built-up  Area,Ready To Move,Kogilu,,1200.0,2.0,1.0,53.33,2.0
4898,Super built-up  Area,21-May,Kogilu,Sourtal,1934.0,3.0,2.0,150.0,3.0
4899,Built-up  Area,Ready To Move,Kogilu,,540.0,1.0,0.0,36.0,1.0
4900,Super built-up  Area,21-May,Kogilu,Sourtal,1559.0,3.0,2.0,127.0,3.0
4901,Super built-up  Area,Ready To Move,Kogilu,,1190.0,2.0,2.0,50.66,2.0
4902,Super built-up  Area,Ready To Move,Kogilu,,1140.0,2.0,2.0,50.66,2.0
4903,Super built-up  Area,21-May,Kogilu,Sourtal,1559.0,3.0,2.0,120.0,3.0
4904,Super built-up  Area,Ready To Move,Kogilu,,700.0,1.0,1.0,30.84,1.0
4905,Super built-up  Area,Ready To Move,Kogilu,,1250.0,2.0,1.0,55.55,2.0
4906,Super built-up  Area,Ready To Move,Kogilu,,1200.0,2.0,1.0,53.33,2.0
4907,Plot  Area,Ready To Move,Kogilu,,1200.0,6.0,3.0,105.0,8.0
4908,Built-up  Area,Ready To Move,Kogilu,,952.0,2.0,2.0,49.0,2.0
4909,Super built-up  Area,Ready To Move,Kogilu,,700.0,1.0,1.0,30.84,1.0
4910,Super built-up  Area,Ready To Move,Kogilu,,1250.0,2.0,1.0,55.55,2.0
4911,Plot  Area,Ready To Move,Kogilu,,2456.0,7.0,2.0,85.0,7.0
4912,Super built-up  Area,Ready To Move,Kogilu,,1140.0,2.0,2.0,50.66,2.0
4913,Super built-up  Area,Ready To Move,Kogilu,,1140.0,2.0,2.0,50.66,2.0
4914,Super built-up  Area,17-Nov,Konanakunte,Prasa W,2791.0,3.0,1.0,223.0,3.0
4915,Built-up  Area,Ready To Move,Konanakunte,,884.0,1.0,0.0,58.0,2.0
4916,Plot  Area,Ready To Move,Konanakunte,,1200.0,4.0,0.0,125.0,4.0
4917,Plot  Area,Ready To Move,Konanakunte,,1200.0,2.0,1.0,130.0,4.0
4918,Plot  Area,Ready To Move,Konanakunte,,2400.0,2.0,3.0,180.0,3.0
4919,Plot  Area,Ready To Move,Konanakunte,Prasa W,3746.0,6.0,1.0,375.0,4.0
4920,Plot  Area,Ready To Move,Konanakunte,,1590.0,6.0,1.0,150.0,9.0
4921,Super built-up  Area,Ready To Move,Konanakunte,,1423.0,2.0,2.0,85.0,3.0
4922,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,165.0,2.0
4923,Super built-up  Area,Ready To Move,Koramangala,Ansna K,1253.0,2.0,1.0,102.0,2.0
4924,Super built-up  Area,Ready To Move,Koramangala,TealeRo,1580.0,3.0,2.0,160.0,3.0
4926,Super built-up  Area,Ready To Move,Koramangala,K ncy R,3500.0,5.0,2.0,425.0,4.0
4927,Super built-up  Area,Ready To Move,Koramangala,K ncy R,1005.0,1.0,1.0,110.0,2.0
4928,Super built-up  Area,Ready To Move,Koramangala,,2292.0,4.0,1.0,275.0,3.0
4930,Super built-up  Area,Ready To Move,Koramangala,,1290.0,2.0,3.0,100.0,2.0
4931,Super built-up  Area,Ready To Move,Koramangala,Saace P,1300.0,2.0,3.0,110.0,2.0
4933,Super built-up  Area,Ready To Move,Koramangala,Suryais,1325.0,2.0,2.0,119.0,2.0
4934,Built-up  Area,Ready To Move,Koramangala,Vaanda ,1140.0,2.0,1.0,75.2,2.0
4935,Built-up  Area,Ready To Move,Koramangala,Gencysi,1260.0,2.0,3.0,100.0,2.0
4936,Built-up  Area,Ready To Move,Koramangala,Jalonht,1975.0,3.0,2.0,210.0,3.0
4937,Built-up  Area,Ready To Move,Koramangala,Proodt ,1900.0,2.0,1.0,200.0,2.0
4939,Super built-up  Area,Ready To Move,Koramangala,,2292.0,3.0,2.0,286.0,3.0
4940,Built-up  Area,Ready To Move,Koramangala,,2300.0,3.0,3.0,290.0,3.0
4943,Super built-up  Area,19-Sep,Koramangala,Prood P,2503.0,6.0,2.0,325.0,4.0
4945,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,150.0,2.0
4946,Super built-up  Area,Ready To Move,Koramangala,Saace P,1320.0,2.0,2.0,110.0,2.0
4947,Super built-up  Area,Ready To Move,Koramangala,,5985.0,4.0,2.0,775.0,4.0
4948,Super built-up  Area,18-Dec,Koramangala,Prood P,2461.0,6.0,2.0,353.0,4.0
4950,Super built-up  Area,Ready To Move,Koramangala,Proodt ,2246.0,3.0,0.0,300.0,3.0
4953,Super built-up  Area,Ready To Move,Koramangala,,1083.0,2.0,1.0,100.0,2.0
4954,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1744.0,3.0,1.0,200.0,3.0
4955,Super built-up  Area,Ready To Move,Koramangala,K ncy R,1180.0,2.0,1.0,128.0,2.0
4956,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0
4957,Built-up  Area,Ready To Move,Koramangala,KHage G,1370.0,2.0,2.0,125.0,2.0
4958,Super built-up  Area,Ready To Move,Koramangala,KHage G,1100.0,2.0,2.0,85.0,2.0
4959,Super built-up  Area,19-Dec,Koramangala,Prood P,1249.0,2.0,1.0,165.0,2.0
4960,Built-up  Area,Ready To Move,Koramangala,,1200.0,2.0,2.0,100.0,2.0
4962,Super built-up  Area,Ready To Move,Koramangala,Proodt ,2223.0,3.0,2.0,300.0,3.0
4963,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1744.0,4.0,1.0,210.0,3.0
4964,Super built-up  Area,19-Sep,Koramangala,Prood P,1866.0,4.0,2.0,245.0,3.0
4965,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0
4966,Built-up  Area,Ready To Move,Koramangala,HawerMa,1350.0,2.0,2.0,103.0,2.0
4967,Built-up  Area,Ready To Move,Koramangala,,6000.0,4.0,0.0,625.0,4.0
4969,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0
4970,Built-up  Area,Ready To Move,Koramangala,K ncy R,1710.0,3.0,2.0,210.0,3.0
4971,Built-up  Area,Ready To Move,Koramangala,,1355.0,2.0,2.0,95.0,2.0
4972,Super built-up  Area,Ready To Move,Koramangala,K ncy R,1600.0,3.0,1.0,170.0,3.0
4973,Super built-up  Area,Ready To Move,Koramangala,Gencysi,1260.0,2.0,1.0,100.0,2.0
4976,Super built-up  Area,Ready To Move,Kothannur,,1206.0,2.0,1.0,48.23,2.0
4977,Super built-up  Area,Ready To Move,Kothannur,,1853.0,3.0,2.0,82.0,3.0
4979,Built-up  Area,Ready To Move,Kothannur,,1100.0,2.0,2.0,40.0,2.0
4980,Built-up  Area,Ready To Move,Kothannur,Esale O,1300.0,2.0,0.0,60.0,3.0
4981,Super built-up  Area,Ready To Move,Kothannur,,1197.0,2.0,1.0,47.88,2.0
4982,Built-up  Area,Ready To Move,Kothannur,,740.0,2.0,1.0,34.0,2.0
4983,Super built-up  Area,Ready To Move,Kothannur,,1197.0,2.0,1.0,47.8,2.0
4984,Super built-up  Area,Ready To Move,Kothannur,,1070.0,2.0,1.0,42.79,2.0
4989,Super built-up  Area,18-Jun,Kothannur,,1070.0,2.0,2.0,38.6,2.0
4990,Carpet  Area,Ready To Move,Kothannur,,2000.0,4.0,2.0,95.0,4.0
4991,Super built-up  Area,Ready To Move,Kothannur,,1350.0,2.0,2.0,42.0,2.0
4992,Super built-up  Area,Ready To Move,Kothannur,,1485.0,2.0,2.0,59.4,3.0
4993,Super built-up  Area,Ready To Move,Kothannur,,1215.0,2.0,3.0,48.6,3.0
4994,Super built-up  Area,18-Apr,Kothannur,,1085.0,2.0,2.0,34.2,2.0
4995,Super built-up  Area,Ready To Move,Kothannur,,820.0,2.0,2.0,37.0,2.0
4996,Super built-up  Area,Ready To Move,Kothannur,,1404.0,2.0,1.0,56.15,3.0
4998,Super built-up  Area,Ready To Move,Kothanur,,1200.0,2.0,1.0,51.0,2.0
4999,Plot  Area,Ready To Move,Kothanur,BDensar,2400.0,2.0,1.0,150.0,3.0
5000,Super built-up  Area,Ready To Move,Kothanur,Somumys,1828.0,3.0,2.0,110.0,3.0
5001,Super built-up  Area,Ready To Move,Kothanur,,1186.0,2.0,2.0,58.0,2.0
5003,Super built-up  Area,Ready To Move,Kothanur,Somumys,1847.0,3.0,2.0,105.0,3.0
5006,Plot  Area,Ready To Move,Kothanur,,9600.0,5.0,2.0,550.0,5.0
5007,Super built-up  Area,Ready To Move,Kothanur,,1435.0,3.0,3.0,70.0,3.0
5008,Super built-up  Area,Ready To Move,Kothanur,,1187.0,2.0,2.0,58.0,2.0
5009,Super built-up  Area,Ready To Move,Kothanur,Somumys,1847.0,3.0,2.0,110.0,3.0
5010,Super built-up  Area,Ready To Move,Kothanur,,1460.0,3.0,3.0,71.0,3.0
5011,Built-up  Area,Ready To Move,Kothanur,,4000.0,6.0,2.0,150.0,6.0
5012,Super built-up  Area,Ready To Move,Kothanur,,1185.0,2.0,2.0,59.0,2.0
5013,Super built-up  Area,Ready To Move,Kothanur,,1436.0,3.0,3.0,70.0,3.0
5014,Super built-up  Area,Ready To Move,Kothanur,,1462.0,3.0,3.0,71.0,3.0
5015,Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3.0
5017,Super built-up  Area,Ready To Move,Kothanur,,1070.0,2.0,1.0,45.5,2.0
5019,Super built-up  Area,Ready To Move,Kothanur,,1145.0,2.0,2.0,56.0,2.0
5020,Plot  Area,Ready To Move,Kothanur,Fencyes,3401.0,5.0,2.0,230.0,4.0
5021,Super built-up  Area,Ready To Move,Kothanur,,1455.0,2.0,2.0,69.0,2.0
5022,Built-up  Area,Ready To Move,Kothanur,,627.0,1.0,1.0,30.0,1.0
5023,Super built-up  Area,Ready To Move,Kothanur,,1302.0,2.0,1.0,68.5,2.0
5024,Super built-up  Area,15-Oct,Kothanur,Somumys,1760.0,3.0,2.0,111.0,3.0
5025,Super built-up  Area,Ready To Move,Kothanur,,1185.0,2.0,2.0,58.0,2.0
5026,Plot  Area,Ready To Move,Kothanur,,1500.0,1.0,0.0,75.0,1.0
5027,Super built-up  Area,18-Mar,Kothanur,,1075.0,2.0,2.0,53.0,2.0
5028,Built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,0.0,97.0,3.0
5029,Plot  Area,Ready To Move,Kothanur,,2700.0,4.0,2.0,175.0,4.0
5030,Super built-up  Area,Ready To Move,Kothanur,Somumys,1786.0,2.0,2.0,106.0,3.0
5031,Super built-up  Area,Ready To Move,Kothanur,Somumys,1787.0,3.0,2.0,107.0,3.0
5032,Super built-up  Area,Ready To Move,Kothanur,,1141.0,2.0,2.0,54.0,2.0
5033,Super built-up  Area,Ready To Move,Kothanur,Somumys,1760.0,3.0,2.0,110.0,3.0
5035,Plot  Area,18-Mar,Kothanur,,1050.0,5.0,0.0,80.0,8.0
5036,Super built-up  Area,Ready To Move,Kothanur,,1160.0,2.0,2.0,57.0,2.0
5037,Super built-up  Area,Ready To Move,Kothanur,,1095.0,2.0,2.0,55.0,2.0
5038,Super built-up  Area,Ready To Move,Kothanur,,1142.0,2.0,2.0,56.0,2.0
5039,Super built-up  Area,Ready To Move,Kothanur,,1074.0,2.0,2.0,54.0,2.0
5040,Super built-up  Area,Ready To Move,Kothanur,,1285.0,2.0,1.0,60.0,2.0
5041,Super built-up  Area,Ready To Move,Kothanur,,1075.0,2.0,2.0,53.0,2.0
5042,Super built-up  Area,Ready To Move,Kothanur,,1140.0,2.0,2.0,56.0,2.0
5043,Super built-up  Area,Ready To Move,Kothanur,YMhenLi,1400.0,2.0,1.0,70.0,2.0
5046,Super built-up  Area,18-Mar,Kothanur,,1140.0,2.0,2.0,56.0,2.0
5047,Super built-up  Area,Ready To Move,Kothanur,Somumys,1787.0,3.0,2.0,120.0,3.0
5048,Super built-up  Area,18-Mar,Kothanur,,1185.0,2.0,2.0,59.0,2.0
5050,Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3.0
5051,Super built-up  Area,Ready To Move,Kothanur,,1130.0,2.0,2.0,55.0,2.0
5052,Super built-up  Area,Ready To Move,Kothanur,,1094.0,2.0,2.0,54.0,2.0
5053,Built-up  Area,Ready To Move,Kothanur,EiionCa,1170.0,3.0,2.0,80.0,3.0
5054,Built-up  Area,Ready To Move,Kothanur,Bisic C,1400.0,2.0,2.0,65.0,2.0
5055,Super built-up  Area,Ready To Move,Kothanur,,1195.0,2.0,2.0,59.0,2.0
5056,Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,120.0,3.0
5057,Super built-up  Area,Ready To Move,Kothanur,,1454.0,3.0,3.0,71.5,3.0
5058,Super built-up  Area,Ready To Move,Kudlu,GKityel,1152.0,2.0,1.0,53.5,2.0
5059,Super built-up  Area,Ready To Move,Kudlu,,1027.0,2.0,2.0,43.0,2.0
5060,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1092.0,2.0,2.0,44.0,2.0
5061,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,43.0,2.0
5062,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1092.0,2.0,2.0,44.0,2.0
5063,Super built-up  Area,Ready To Move,Kudlu,GKityel,1143.0,2.0,1.0,55.0,2.0
5065,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1024.0,2.0,2.0,44.0,2.0
5067,Built-up  Area,Ready To Move,Kudlu,GKityde,1600.0,3.0,3.0,79.0,3.0
5068,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,42.0,2.0
5069,Built-up  Area,Ready To Move,Kudlu,,1076.0,2.0,1.0,50.0,2.0
5070,Super built-up  Area,Ready To Move,Kudlu,,1027.0,2.0,2.0,44.0,2.0
5071,Super built-up  Area,Ready To Move,Kudlu,MRvar S,1084.0,2.0,1.0,53.0,2.0
5072,Built-up  Area,Ready To Move,Kudlu,GKityde,1300.0,2.0,2.0,56.0,2.0
5073,Built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,44.0,2.0
5074,Carpet  Area,Ready To Move,Kudlu,,1245.0,2.0,1.0,60.0,3.0
5075,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,1.0,44.0,2.0
5076,Built-up  Area,Ready To Move,Kudlu,,1110.0,2.0,1.0,46.0,2.0
5077,Super built-up  Area,Ready To Move,Kudlu,,2100.0,3.0,1.0,114.0,4.0
5078,Super built-up  Area,Ready To Move,Kudlu,,1027.0,2.0,2.0,44.0,2.0
5079,Super built-up  Area,Ready To Move,Kudlu,GKityel,720.0,1.0,1.0,33.0,1.0
5080,Super built-up  Area,Ready To Move,Kudlu,,1027.0,2.0,2.0,44.0,2.0
5081,Super built-up  Area,Ready To Move,Kudlu,GKityel,1162.0,2.0,1.0,52.0,2.0
5082,Super built-up  Area,Ready To Move,Kudlu,,1041.0,2.0,1.0,53.0,2.0
5083,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1535.0,3.0,2.0,83.0,3.0
5084,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1535.0,3.0,2.0,85.0,3.0
5086,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1535.0,3.0,2.0,86.0,3.0
5087,Super built-up  Area,18-Dec,Kudlu Gate,Sanzaat,1564.0,2.0,1.0,92.0,3.0
5089,Super built-up  Area,Ready To Move,Kudlu Gate,ACiteda,1238.0,2.0,3.0,55.0,2.0
5090,Super built-up  Area,18-Dec,Kudlu Gate,Sanzaat,1554.9419,3.0,2.0,99.745,3.0
5091,Built-up  Area,Ready To Move,Kudlu Gate,Brlms P,1335.0,3.0,2.0,89.0,3.0
5092,Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,703.0,1.0,1.0,52.0,1.0
5093,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1535.0,3.0,2.0,86.0,3.0
5094,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1532.0,3.0,2.0,83.0,3.0
5095,Super built-up  Area,19-Sep,Kudlu Gate,Srods P,1113.0,2.0,1.0,50.0,2.0
5097,Super built-up  Area,Ready To Move,Kudlu Gate,SReafin,1185.0,2.0,1.0,50.0,2.0
5101,Super built-up  Area,Ready To Move,Kudlu Gate,,1215.0,2.0,1.0,45.0,2.0
5102,Built-up  Area,Ready To Move,Kudlu Gate,Wharl P,812.0,2.0,1.0,38.25,2.0
5103,Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,1547.0,2.0,2.0,103.0,2.0
5104,Built-up  Area,18-Dec,Kudlu Gate,,1336.0,2.0,1.0,86.0,2.0
5105,Built-up  Area,18-Dec,Kudlu Gate,,1919.0,3.0,2.0,121.0,3.0
5106,Super built-up  Area,Ready To Move,Kudlu Gate,,1464.0,3.0,3.0,56.0,2.0
5107,Super built-up  Area,Ready To Move,Kudlu Gate,Srier P,1535.0,3.0,2.0,85.0,3.0
5108,Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,120.0,3.0
5109,Super built-up  Area,18-Apr,Kudlu Gate,SunetSo,940.0,2.0,1.0,69.57,2.0
5110,Super built-up  Area,Ready To Move,Kudlu Gate,,1215.0,2.0,1.0,44.96,2.0
5111,Built-up  Area,Ready To Move,Kudlu Gate,Brlms P,1164.0,2.0,2.0,75.0,2.0
5112,Built-up  Area,Ready To Move,Kudlu Gate,,3850.0,6.0,0.0,205.0,4.0
5113,Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2.0
5114,Super built-up  Area,18-Dec,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,110.0,3.0
5116,Super built-up  Area,18-Jun,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2.0
5117,Super built-up  Area,Ready To Move,Kudlu Gate,,1200.0,2.0,1.0,44.4,2.0
5119,Built-up  Area,Ready To Move,Kudlu Gate,,1310.0,2.0,2.0,53.0,2.0
5120,Plot  Area,Ready To Move,Kumaraswami Layout,,800.0,7.0,3.0,105.0,7.0
5121,Plot  Area,Ready To Move,Kumaraswami Layout,,2000.0,4.0,1.0,139.0,4.0
5122,Plot  Area,Ready To Move,Kumaraswami Layout,,1270.0,4.0,1.0,128.0,5.0
5123,Super built-up  Area,Ready To Move,Kumaraswami Layout,Mania G,1000.0,2.0,1.0,48.5,2.0
5124,Super built-up  Area,Ready To Move,Kumaraswami Layout,Mania G,1000.0,2.0,1.0,58.0,2.0
5125,Built-up  Area,Ready To Move,Kumaraswami Layout,,2400.0,7.0,1.0,125.0,7.0
5126,Built-up  Area,Ready To Move,Kumaraswami Layout,,2600.0,4.0,0.0,325.0,4.0
5127,Plot  Area,Ready To Move,Kumaraswami Layout,,800.0,1.0,1.0,90.0,2.0
5128,Built-up  Area,Ready To Move,Kumaraswami Layout,,2400.0,2.0,1.0,125.0,3.0
5129,Built-up  Area,Ready To Move,Kumaraswami Layout,,1310.0,2.0,1.0,70.0,3.0
5130,Plot  Area,Ready To Move,Kumaraswami Layout,,623.0,4.0,1.0,75.0,4.0
5131,Plot  Area,Ready To Move,Kumaraswami Layout,BaisePa,600.0,2.0,1.0,72.0,4.0
5132,Built-up  Area,Ready To Move,Kumaraswami Layout,,850.0,1.0,1.0,78.0,1.0
5133,Built-up  Area,Ready To Move,Kumaraswami Layout,,2600.0,4.0,2.0,300.0,4.0
5134,Built-up  Area,Ready To Move,Kumaraswami Layout,,1310.0,2.0,1.0,85.0,3.0
5135,Built-up  Area,Ready To Move,Kumaraswami Layout,,2040.0,4.0,3.0,123.0,7.0
5136,Plot  Area,Ready To Move,Kumaraswami Layout,,600.0,2.0,1.0,72.0,2.0
5137,Built-up  Area,Ready To Move,Kumaraswami Layout,,1200.0,3.0,1.0,75.0,3.0
5138,Super built-up  Area,Ready To Move,Kumaraswami Layout,Shncyhi,1081.0,2.0,3.0,60.0,2.0
5139,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,2.0,125.0,3.0
5140,Built-up  Area,Ready To Move,Kundalahalli,,1030.0,2.0,2.0,49.0,2.0
5141,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,735.0,2.0,1.0,57.99,2.0
5142,Built-up  Area,18-Mar,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.0,2.0
5143,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
5144,Super built-up  Area,17-Dec,Kundalahalli,Dieldli,1724.0,3.0,2.0,127.0,3.0
5145,Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,1010.0,2.0,1.0,49.27,2.0
5146,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1397.0,3.0,2.0,110.0,3.0
5147,Super built-up  Area,18-Feb,Kundalahalli,Dieldli,1397.0,3.0,2.0,104.0,3.0
5148,Super built-up  Area,18-May,Kundalahalli,Dieldli,1397.0,3.0,3.0,108.0,3.0
5149,Super built-up  Area,Ready To Move,Kundalahalli,Roima A,1920.0,3.0,2.0,150.0,3.0
5150,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
5152,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,2.0,124.0,3.0
5153,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,84.0,2.0
5154,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,83.0,2.0
5155,Plot  Area,Ready To Move,Kundalahalli,,7000.0,4.0,3.0,550.0,4.0
5157,Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,1120.0,2.0,1.0,53.76,2.0
5158,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.62,2.0
5159,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,91.0,2.0
5160,Super built-up  Area,18-Mar,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3.0
5161,Plot  Area,Ready To Move,Kundalahalli,Roima A,1600.0,3.0,2.0,170.0,3.0
5163,Super built-up  Area,18-Dec,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3.0
5164,Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,1010.0,2.0,1.0,48.27,2.0
5165,Super built-up  Area,18-Jun,Kundalahalli,Dieldli,1047.0,2.0,1.0,89.0,2.0
5166,Plot  Area,Ready To Move,Kundalahalli,Roima A,2500.0,5.0,2.0,245.0,4.0
5167,Super built-up  Area,18-Aug,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
5169,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,72.0,2.0
5170,Built-up  Area,Ready To Move,Kundalahalli,,1260.0,2.0,0.0,58.0,2.0
5171,Built-up  Area,Ready To Move,Kundalahalli,Roima A,3092.0,4.0,3.0,230.0,4.0
5172,Built-up  Area,Ready To Move,Kundalahalli,,1065.0,2.0,1.0,70.0,2.0
5173,Super built-up  Area,18-Jun,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3.0
5174,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,2.0,91.0,2.0
5175,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,2.0,128.0,3.0
5176,Super built-up  Area,Ready To Move,Kundalahalli,Viuliap,1315.0,2.0,3.0,74.0,2.0
5177,Built-up  Area,Ready To Move,Kundalahalli,Roima A,2100.0,3.0,2.0,150.0,3.0
5178,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3.0
5179,Super built-up  Area,18-Feb,Kundalahalli,Dieldli,1724.0,3.0,3.0,140.0,3.0
5180,Super built-up  Area,Ready To Move,Kundalahalli,,1175.0,2.0,1.0,65.0,2.0
5182,Carpet  Area,Ready To Move,LB Shastri Nagar,CharkR ,1043.0,2.0,2.0,55.0,2.0
5183,Built-up  Area,Ready To Move,LB Shastri Nagar,,1184.0,2.0,1.0,69.0,2.0
5184,Super built-up  Area,Ready To Move,LB Shastri Nagar,Ciisera,665.0,1.0,2.0,32.0,1.0
5185,Super built-up  Area,18-Aug,LB Shastri Nagar,,1250.0,2.0,2.0,48.5,2.0
5186,Super built-up  Area,Ready To Move,LB Shastri Nagar,MCrds S,1400.0,2.0,2.0,80.0,3.0
5187,Super built-up  Area,Ready To Move,LB Shastri Nagar,MCrds S,1184.0,2.0,1.0,62.0,2.0
5188,Super built-up  Area,Ready To Move,LB Shastri Nagar,MancyRe,1200.0,2.0,1.0,47.0,2.0
5189,Built-up  Area,Ready To Move,LB Shastri Nagar,MCrds S,1200.0,2.0,1.0,75.0,2.0
5190,Super built-up  Area,Ready To Move,LB Shastri Nagar,ThhtsV ,1000.0,2.0,1.0,49.5,2.0
5191,Plot  Area,Ready To Move,Laggere,,2800.0,5.0,2.0,125.0,5.0
5192,Plot  Area,Ready To Move,Laggere,,1200.0,1.0,1.0,125.0,1.0
